"x1","x2","x3","y"
54.6376758854017,33.2150435002099,45.146594588508,108.962050351045
41.1422370259032,32.4159693190738,97.6315091277107,108.749220167712
39.0021910135214,29.9682218678931,94.0891787401965,121.968109192192
65.1270700980493,30.7572794643121,86.4814792736376,201.329024554858
52.5792143753203,27.079455148251,36.7474119562881,111.184149786419
50.8844022915959,31.8440336631512,58.6138731278904,123.131487216461
48.7910346246091,31.4732716985976,82.7102763457905,138.66691603697
38.0567110483947,28.6037031332871,70.8744401515572,90.443378781543
56.1199689804039,23.3188167255342,76.9602460732261,158.020648549694
47.8286015425348,33.5037440922002,119.191870977408,133.026472386444
48.1724329366808,32.7709831113702,53.6323935120066,111.76985658442
59.3334632857116,25.8184670359929,27.7359977014173,154.205748744015
58.2177311050825,22.0270591899688,75.4739054486083,175.212225272014
63.9211637593427,31.0247929029382,56.2480631751318,161.039817202687
45.2382607694533,28.2745601101355,78.9208210592373,115.607373359935
56.5034856072631,31.2630585168223,53.7523055241881,138.843979405818
63.9111045639,23.5299876725772,114.241109606703,196.298523970729
38.892111205521,25.2041477780982,67.5258805684514,97.2384133082199
41.3920741312216,35.4288742683995,60.453289879399,94.5102532276825
38.6826131914623,32.0188745235786,66.6747701702678,89.7676064941518
35.407860004976,32.9324376835965,87.2512676725286,86.3945014242606
150,39.0761422307698,71.9468097040564,700
160,30.6441071430119,37.4876652157742,800
